,county,state,totalpop,income,professional,service,office,drive,carpool,transit,workathome,meancommute,unemployment,party,perc_men,perc_white,perc_private_work,perc_citizen,perc_employed
1724,Hampton,SC,20473.0,31410.0,0.23199999999999998,0.209,0.245,0.8059999999999999,0.126,0.018000000000000002,0.013000000000000001,0.322,0.11,D,0.515850144092219,0.4159113796576032,0.715,0.7590485029062668,0.38035461339324966
1725,Covington,MS,19471.0,31631.0,0.22399999999999998,0.152,0.243,0.841,0.125,0.001,0.004,0.27699999999999997,0.13699999999999998,R,0.4797390991731293,0.6185671039354189,0.784,0.7439782240254738,0.3404036772636228
1726,Iowa,IA,16344.0,59375.0,0.307,0.16,0.23199999999999998,0.758,0.129,0.002,0.061,0.221,0.018000000000000002,R,0.49541116005873714,0.9667673716012085,0.727,0.7613803230543319,0.5395252080274107
1727,Breckinridge,KY,20061.0,43479.0,0.25,0.165,0.19399999999999998,0.763,0.16399999999999998,0.006,0.032,0.29100000000000004,0.115,R,0.49573799910273664,0.9634146341463415,0.767,0.763920043866208,0.382981905189173
1728,Winston,MS,18697.0,33202.0,0.318,0.17800000000000002,0.16899999999999998,0.7859999999999999,0.165,0.005,0.012,0.28600000000000003,0.12300000000000001,R,0.484462748034444,0.5085085085085085,0.735,0.7580360485639407,0.37621008717976145
1729,Somerset,MD,25980.0,35154.0,0.26899999999999996,0.243,0.252,0.818,0.07400000000000001,0.012,0.047,0.24100000000000002,0.08199999999999999,R,0.5446497305619707,0.527013251783894,0.6579999999999999,0.8049268668206313,0.31189376443418015
1730,Bibb,AL,22604.0,38678.0,0.215,0.179,0.17800000000000002,0.8320000000000001,0.135,0.005,0.006999999999999999,0.28800000000000003,0.083,R,0.534109007255353,0.7555780933062881,0.7679999999999999,0.7739780569810653,0.36692620775084056
1731,Macon,AL,20018.0,30738.0,0.267,0.231,0.226,0.7759999999999999,0.13,0.005,0.017,0.218,0.16899999999999998,D,0.45788790088919973,0.16246215943491424,0.757,0.8089219702267959,0.37890898191627537
1732,Perry,MO,19100.0,51499.0,0.282,0.132,0.22699999999999998,0.8079999999999999,0.131,0.002,0.044000000000000004,0.22699999999999998,0.042,R,0.49727748691099477,0.9646821392532795,0.8390000000000001,0.7490575916230366,0.48649214659685863
1733,Burnett,WI,15334.0,41135.0,0.26899999999999996,0.215,0.214,0.7959999999999999,0.09699999999999999,0.002,0.068,0.27,0.075,R,0.5116081909482196,0.9254341164453525,0.758,0.8085952784661536,0.4215468892656841
1734,Howard,TX,36105.0,49575.0,0.284,0.20199999999999999,0.21600000000000003,0.7979999999999999,0.158,0.002,0.017,0.18,0.064,R,0.5676776069796428,0.522312373225152,0.72,0.7026450630106633,0.385652956654203
1735,Butler,AL,20354.0,32229.0,0.275,0.166,0.21899999999999997,0.845,0.124,0.0,0.017,0.24600000000000002,0.109,R,0.46683698535914314,0.5394736842105263,0.7739999999999999,0.7655006386950968,0.3838557531689103
1736,Lauderdale,TN,27427.0,30281.0,0.233,0.204,0.20600000000000002,0.902,0.06,0.001,0.013999999999999999,0.249,0.134,R,0.521238195938309,0.6129032258064516,0.7242757242757243,0.7565537608925511,0.33175338170416013
1737,Pike,GA,17812.0,51338.0,0.332,0.152,0.22399999999999998,0.845,0.121,0.002,0.022000000000000002,0.35,0.10400000000000001,R,0.49011902088479675,0.8689516129032256,0.7547547547547547,0.7384909050078599,0.4111273298899618
1738,Boone,WV,24000.0,39958.0,0.265,0.196,0.214,0.87,0.087,0.0,0.015,0.304,0.092,R,0.49654166666666666,0.986908358509567,0.777,0.7729166666666667,0.31633333333333336
1739,Tama,IA,17479.0,55203.0,0.294,0.166,0.20600000000000002,0.787,0.125,0.001,0.04,0.225,0.055999999999999994,R,0.4941358201270096,0.8446700507614213,0.7559999999999999,0.7393443560844442,0.47388294524858404
1740,Lavaca,TX,19549.0,48677.0,0.324,0.147,0.192,0.804,0.12300000000000001,0.004,0.043,0.265,0.04,R,0.4837076065271881,0.7512588116817723,0.7340000000000001,0.7183999181543813,0.4567497058673078
1741,Carroll,IN,20014.0,52005.0,0.249,0.16,0.228,0.797,0.11599999999999999,0.002,0.052000000000000005,0.272,0.08199999999999999,R,0.4970020985310283,0.955420466058764,0.786,0.7479264514839612,0.46087738582991905
1742,Milam,TX,24344.0,38929.0,0.3,0.16699999999999998,0.23,0.758,0.158,0.002,0.046,0.264,0.096,R,0.4965083798882682,0.6513292433537833,0.685,0.7101133749589221,0.378409464344397
1743,Montague,TX,19478.0,46172.0,0.294,0.157,0.207,0.7979999999999999,0.11599999999999999,0.0,0.057999999999999996,0.244,0.066,R,0.49270972379094363,0.8894575230296827,0.7639999999999999,0.733083478796591,0.4206284012732313
1744,Newton,MS,21663.0,37045.0,0.332,0.16,0.20800000000000002,0.8390000000000001,0.10300000000000001,0.0,0.026000000000000002,0.264,0.106,R,0.47163366108110605,0.6267605633802817,0.6829999999999999,0.7417255227807783,0.3840188339565157
1745,Nobles,MN,21687.0,50625.0,0.24600000000000002,0.153,0.193,0.715,0.16899999999999998,0.003,0.043,0.177,0.069,R,0.515977313598008,0.6403688524590163,0.813,0.6072301378706138,0.48097938857379996
1746,Vernon,MO,20878.0,40693.0,0.3,0.205,0.22399999999999998,0.782,0.109,0.003,0.049,0.18600000000000003,0.054000000000000006,R,0.48342753137273686,0.9583756345177664,0.7707707707707707,0.7456173963023278,0.45258166491043206
1747,Sullivan,IN,21111.0,45023.0,0.255,0.20199999999999999,0.183,0.8859999999999999,0.07,0.002,0.019,0.22699999999999998,0.068,R,0.5466344559708209,0.9323232323232323,0.84,0.7932831225427502,0.3885652029747525
1748,Saluda,SC,20000.0,38827.0,0.21899999999999997,0.14800000000000002,0.213,0.7759999999999999,0.122,0.02,0.048,0.307,0.09,R,0.5103,0.5872855701311807,0.7842157842157843,0.6933,0.40535
1749,Hampshire,WV,23542.0,27995.0,0.193,0.19,0.213,0.804,0.154,0.004,0.016,0.381,0.081,R,0.5133378642426302,0.9736575481256333,0.741,0.7930931951405997,0.3771132444142384
1750,Clay,IA,16537.0,50389.0,0.284,0.142,0.249,0.764,0.11199999999999999,0.003,0.062,0.161,0.038,R,0.49180625264558264,0.9565217391304348,0.8118118118118118,0.7621696801112656,0.5142407933724376
1751,Montour,PA,18508.0,54648.0,0.39399999999999996,0.161,0.225,0.83,0.064,0.01,0.042,0.205,0.066,R,0.48379079317052087,0.9305835010060362,0.8460000000000001,0.7793386643613572,0.45337151502053163
1752,Madison,IA,15644.0,60060.0,0.376,0.139,0.223,0.816,0.099,0.002,0.052000000000000005,0.271,0.057,R,0.49833802096650476,0.971802618328298,0.8009999999999999,0.730248018409614,0.49296855024290465
1753,Owen,IN,21192.0,43948.0,0.24600000000000002,0.166,0.19899999999999998,0.8,0.126,0.013000000000000001,0.021,0.32,0.08,R,0.5051434503586258,0.9817073170731707,0.8058058058058057,0.7779350698376746,0.4377123442808607
1754,Elmore,ID,26175.0,43848.0,0.285,0.218,0.174,0.795,0.114,0.004,0.043,0.171,0.084,R,0.5161031518624641,0.7623456790123456,0.5994005994005994,0.6799235912129895,0.38131805157593124
1755,Union,IL,17551.0,42606.0,0.316,0.205,0.192,0.8190000000000001,0.094,0.006999999999999999,0.052000000000000005,0.242,0.07,R,0.49831918409207454,0.931910569105691,0.6890000000000001,0.7763090422198166,0.4181528118055951
