totalpop,income,service,office,drive,carpool,transit,workathome,meancommute,unemployment,perc_men,perc_white,perc_private_work,perc_citizen,party
583450.0,61994.0,0.185,0.274,0.825,0.075,0.021,0.047,0.309,0.08800000000000001,0.4803462164709915,0.862208713272543,0.7807807807807807,0.7310840689005056,1
840833.0,77348.0,0.171,0.242,0.7709999999999999,0.126,0.013,0.055,0.258,0.086,0.4953230903163886,0.4820512820512821,0.778,0.6393909373204905,0
506763.0,45651.0,0.168,0.26,0.82,0.091,0.013,0.05,0.213,0.08800000000000001,0.4750800670135744,0.5374358974358974,0.8231768231768232,0.7141957877745613,0
541847.0,50765.0,0.16899999999999998,0.258,0.867,0.066,0.019,0.029,0.229,0.084,0.4843931958652535,0.8069815195071869,0.8420000000000001,0.7618811214235753,0
533763.0,43829.0,0.192,0.246,0.8270000000000001,0.083,0.023,0.031,0.214,0.094,0.4808875849393832,0.7407407407407407,0.8079999999999999,0.7560808823391655,1
498192.0,100214.0,0.13,0.247,0.787,0.077,0.05,0.055,0.303,0.063,0.4899195490895076,0.7431192660550459,0.8280000000000001,0.7013500818961365,1
623335.0,49759.0,0.166,0.258,0.826,0.1,0.006999999999999999,0.038,0.194,0.065,0.4873607289820081,0.6903991370010787,0.845,0.6938740805505867,1
658506.0,48368.0,0.16699999999999998,0.258,0.7979999999999999,0.101,0.023,0.046,0.238,0.07200000000000001,0.4822765472144521,0.5813715455475947,0.8201798201798203,0.7132341998402444,0
552763.0,56842.0,0.189,0.248,0.821,0.09,0.025,0.031,0.276,0.09,0.4842038993203235,0.8725388601036271,0.8171828171828172,0.7443967848788722,0
555280.0,89860.0,0.152,0.239,0.8029999999999999,0.079,0.035,0.048,0.297,0.059,0.4948854631897421,0.7303719008264463,0.7152847152847153,0.7360862988042068,0
630459.0,49743.0,0.212,0.249,0.778,0.09,0.04,0.03,0.239,0.095,0.4841662978877294,0.6625258799171843,0.8451548451548453,0.70258018364398,0
479288.0,45064.0,0.18600000000000005,0.285,0.81,0.08900000000000001,0.004,0.067,0.305,0.094,0.4855514847023084,0.7912423625254583,0.812,0.7585042813506702,1
530216.0,57721.0,0.16399999999999998,0.233,0.7929999999999999,0.09,0.013,0.049,0.229,0.061,0.4892779546448994,0.8458417849898581,0.847,0.7381859468593932,1
393873.0,76545.0,0.131,0.255,0.865,0.064,0.006,0.042,0.24,0.042,0.4911253119660398,0.9096446700507612,0.8740000000000001,0.7515518961695775,1
649654.0,53637.0,0.17600000000000002,0.223,0.703,0.085,0.068,0.065,0.248,0.063,0.4998506897517756,0.5440573770491803,0.8311688311688312,0.6923901030394641,0
556210.0,66754.0,0.158,0.236,0.7340000000000001,0.104,0.063,0.053,0.245,0.076,0.4921576383020802,0.7089397089397088,0.8440000000000001,0.6658941766598947,0
408456.0,75567.0,0.151,0.254,0.818,0.08,0.033,0.047,0.241,0.05,0.4909561862232407,0.8321318228630278,0.838,0.7106493722702079,0
392038.0,51766.0,0.228,0.269,0.8290000000000001,0.071,0.008,0.058,0.226,0.08199999999999999,0.4776118641560257,0.8516260162601625,0.816,0.7980093766420602,1
452369.0,60061.0,0.162,0.26,0.838,0.087,0.013,0.037000000000000005,0.191,0.058,0.4918042571440572,0.8137154554759467,0.8320000000000001,0.7018297009742047,0
437346.0,57010.0,0.158,0.28800000000000003,0.8320000000000001,0.07400000000000001,0.006,0.061,0.269,0.094,0.4837039780860006,0.6537282941777325,0.8290000000000001,0.7418565620812811,1
511998.0,62185.0,0.174,0.258,0.774,0.08800000000000001,0.075,0.033,0.278,0.102,0.4831464185406974,0.5987717502558855,0.8208208208208209,0.7203172668643237,0
537655.0,54659.0,0.165,0.262,0.8270000000000001,0.092,0.013,0.035,0.192,0.057,0.492233867442877,0.7289527720739221,0.8488488488488489,0.6865499251378672,0
548744.0,69594.0,0.175,0.246,0.69,0.077,0.105,0.037000000000000005,0.307,0.098,0.48704496085606397,0.4371134020618557,0.826,0.6225781056376015,0
748731.0,93623.0,0.184,0.224,0.698,0.107,0.094,0.05,0.268,0.067,0.4920538885126968,0.4236760124610592,0.7979999999999999,0.6422373322328045,0
474903.0,50540.0,0.17,0.246,0.8440000000000001,0.085,0.004,0.041,0.218,0.076,0.4859518680656892,0.7055837563451778,0.8500000000000001,0.7175212622367094,1
831095.0,41637.0,0.212,0.267,0.794,0.112,0.015,0.032,0.232,0.084,0.4886529217478146,0.13420787083753788,0.7390000000000001,0.5757392355867861,0
403972.0,71244.0,0.14800000000000002,0.251,0.816,0.085,0.009000000000000001,0.062,0.275,0.059,0.4955813769271138,0.8808553971486762,0.8280000000000001,0.739472042616815,1
435019.0,52870.0,0.214,0.265,0.7759999999999999,0.114,0.021,0.039,0.215,0.091,0.5029550433429344,0.6642636457260557,0.7929999999999999,0.6965098076175983,0
622454.0,42241.0,0.208,0.231,0.602,0.092,0.18600000000000005,0.031,0.305,0.131,0.4713055101260495,0.28732106339468305,0.764,0.7441802928409168,0
439660.0,58269.0,0.161,0.241,0.8440000000000001,0.08199999999999999,0.008,0.032,0.271,0.073,0.4942978665332302,0.8673469387755102,0.8410000000000001,0.7586066505936405,1
502586.0,68838.0,0.158,0.242,0.807,0.108,0.013,0.049,0.327,0.061,0.4952764303024756,0.7087179487179487,0.804,0.6519660316841297,1
956749.0,45233.0,0.192,0.232,0.769,0.128,0.013,0.042,0.221,0.132,0.4988936492225234,0.3193449334698056,0.7532467532467533,0.584366432575315,0
480832.0,50079.0,0.192,0.26,0.779,0.096,0.026,0.054000000000000006,0.212,0.084,0.4954765905763344,0.8880829015544042,0.7832167832167832,0.7484901171303074,1
662619.0,59741.0,0.184,0.229,0.384,0.079,0.41,0.03,0.349,0.093,0.496822457551021,0.30030643513789584,0.8461538461538461,0.587470326084824,0
473592.0,73750.0,0.146,0.249,0.8059999999999999,0.094,0.006999999999999999,0.069,0.272,0.06,0.4914356661430092,0.6356192425793243,0.7897897897897898,0.6687993040422979,1
491596.0,50135.0,0.191,0.24,0.8440000000000001,0.079,0.028,0.023,0.279,0.105,0.4835515341866085,0.556910569105691,0.853,0.7227499816922839,0
468041.0,50461.0,0.211,0.251,0.825,0.08199999999999999,0.022,0.034,0.227,0.1,0.4820325569768461,0.6666666666666667,0.7957957957957958,0.7387451099369499,0
374805.0,72415.0,0.149,0.266,0.87,0.06,0.002,0.048,0.253,0.051,0.4912928055922413,0.8981670061099797,0.8718718718718721,0.7346566881445018,1
415874.0,42327.0,0.199,0.248,0.853,0.087,0.012,0.029,0.256,0.132,0.4820522562122181,0.7443531827515399,0.8378378378378378,0.7539519181290487,0
417501.0,56356.0,0.168,0.254,0.799,0.08,0.005,0.069,0.2,0.066,0.5003077836939313,0.8769230769230769,0.772,0.7157731358727284,1
450556.0,78621.0,0.153,0.258,0.831,0.073,0.035,0.036000000000000004,0.289,0.085,0.4919987748470778,0.7142857142857144,0.7747747747747747,0.7470991397295785,0
318227.0,59805.0,0.173,0.234,0.7509999999999999,0.085,0.012,0.07200000000000001,0.226,0.067,0.497654190247842,0.8546571136131013,0.76,0.7665597199483387,0
524886.0,70696.0,0.165,0.252,0.799,0.101,0.027000000000000003,0.048,0.29100000000000004,0.076,0.4976109097975561,0.5908629441624366,0.8581418581418582,0.6166138933025457,0
468304.0,55092.0,0.171,0.258,0.797,0.079,0.032,0.036000000000000004,0.201,0.07200000000000001,0.4829683282654002,0.8020618556701031,0.7829999999999999,0.7471364754518433,0
436261.0,41777.0,0.199,0.235,0.8440000000000001,0.083,0.016,0.026,0.205,0.111,0.4850009512654122,0.7234262125902993,0.8290000000000001,0.7525838890022257,0
444506.0,60756.0,0.173,0.247,0.7879999999999999,0.092,0.024,0.063,0.253,0.086,0.49454000620914007,0.8373305526590199,0.7989999999999999,0.7011423917787386,0
507574.0,59739.0,0.17600000000000002,0.248,0.711,0.114,0.093,0.029,0.268,0.086,0.4866797747717575,0.4387031408308004,0.8418418418418419,0.6396505731184025,0
354092.0,61003.0,0.162,0.2,0.726,0.077,0.054000000000000006,0.056,0.234,0.07400000000000001,0.4938123425550422,0.7403545359749738,0.7647647647647647,0.7388644758989189,0
338764.0,70873.0,0.154,0.251,0.821,0.085,0.034,0.04,0.281,0.062,0.5006021891346187,0.8612538540596094,0.847,0.7253869950762183,1
306974.0,102964.0,0.119,0.257,0.7909999999999999,0.068,0.017,0.101,0.277,0.041,0.4962602695993797,0.862422997946612,0.8290000000000001,0.6820414758253142,1
389438.0,65965.0,0.153,0.267,0.773,0.091,0.029,0.07200000000000001,0.277,0.083,0.4920911672718122,0.8580246913580247,0.809,0.7390983930689866,0
361251.0,52247.0,0.17,0.238,0.8420000000000001,0.08,0.011,0.036000000000000004,0.267,0.056,0.4878242551577712,0.9573604060913706,0.8540000000000001,0.805415071515373,1
357060.0,44103.0,0.206,0.247,0.7040000000000001,0.103,0.032,0.058,0.198,0.099,0.491430011762729,0.8678459937565036,0.7597597597597597,0.7726544558337535,0
506529.0,50657.0,0.168,0.24,0.8540000000000001,0.084,0.005,0.031,0.184,0.069,0.4953892077255202,0.7145811789038262,0.8280000000000001,0.6902882164693434,1
351129.0,123453.0,0.129,0.208,0.7829999999999999,0.08800000000000001,0.035,0.068,0.33,0.04,0.4955045011947176,0.6170655567117586,0.785,0.6080329451569082,0
444348.0,48701.0,0.171,0.261,0.8490000000000001,0.078,0.008,0.041,0.21600000000000005,0.065,0.4860964829367973,0.8470948012232415,0.804,0.7597311116512283,1
299006.0,81198.0,0.135,0.251,0.841,0.062,0.009000000000000001,0.062,0.3,0.056,0.4944282054540712,0.9482758620689656,0.809,0.7717537440720253,1
343729.0,49675.0,0.209,0.267,0.7929999999999999,0.097,0.009000000000000001,0.067,0.245,0.086,0.4831335150656477,0.7322515212981745,0.8238238238238239,0.7345496015756598,1
310032.0,70961.0,0.157,0.203,0.652,0.077,0.053,0.111,0.225,0.061,0.5025126438561179,0.8051282051282052,0.7792207792207791,0.7378754451153431,0
413965.0,55936.0,0.163,0.242,0.802,0.098,0.017,0.036000000000000004,0.244,0.09,0.4910125252134842,0.7583756345177666,0.8580000000000001,0.7377845953160291,1
372904.0,53437.0,0.196,0.24,0.782,0.085,0.02,0.057,0.229,0.077,0.4844517623838843,0.6422764227642276,0.7609999999999999,0.7702867225881191,0
