party,totalpop,income,service,office,drive,carpool,transit,workathome,meancommute,unemployment,perc_men,perc_white,perc_private_work,perc_citizen,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
0.0,0.2292134155386252,0.36871068427370945,0.6265822784810127,0.6357827476038338,0.288135593220339,0.2140468227424749,0.8476499189627228,0.06451612903225805,0.9593023255813953,0.2925170068027211,0.24186177610029036,0.265815041457828,0.8483754512635381,0.31856618904685874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.14954053652072932,0.6658823529411765,0.3955696202531645,0.6900958466453675,0.8271186440677966,0.26421404682274247,0.1053484602917342,0.09408602150537633,0.6337209302325582,0.217687074829932,0.2651860689673924,0.7053770371621205,0.7978339350180504,0.5481453527206639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.13492017081682917,0.7696230492196878,0.3575949367088607,0.7060702875399362,0.7129943502824859,0.2374581939799331,0.26418152350081037,0.09677419354838708,0.7354651162790697,0.217687074829932,0.24208906522021656,0.6372550030096391,0.8140794223826716,0.5383334113473865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12976701516150285,0.3001296518607443,0.40189873417721517,0.7539936102236423,0.8395480225988702,0.2976588628762542,0.022690437601296597,0.14784946236559138,0.4883720930232559,0.30612244897959184,0.2514295503932673,0.5270123533686287,0.9115523465703973,0.5238982351025776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.16230527605714257,0.514218487394958,0.2784810126582279,0.5303514376996805,0.0,0.06354515050167224,0.9594813614262562,0.18279569892473116,0.625,0.25510204081632654,0.20340422536121117,0.4793701187112774,0.9151624548736464,0.5607938208294649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.18183034454356548,0.30561344537815127,0.46202531645569617,0.7124600638977636,0.8259887005649719,0.36789297658862874,0.04538087520259319,0.10752688172043008,0.4331395348837209,0.2517006802721089,0.2633286414831819,0.2919793118233466,0.8415249010916882,0.4646801814929995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12581258982632307,0.23877070828331332,0.4240506329113924,0.65814696485623,0.8372881355932205,0.24749163879598665,0.07941653160453808,0.09408602150537633,0.42441860465116277,0.36054421768707484,0.2140773087439236,0.6128315293728827,0.9061371841155236,0.6586064131985254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1210878011930719,0.3170516206482593,0.37974683544303806,0.6773162939297125,0.8508474576271188,0.27424749163879597,0.04213938411669368,0.10483870967741933,0.34883720930232576,0.23809523809523814,0.2492885224245056,0.6803963239034563,0.8646209386281588,0.5663702376593918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.18607884882041173,0.7393229291716686,0.3227848101265823,0.4952076677316294,0.7898305084745764,0.34782608695652173,0.06320907617504051,0.1236559139784946,0.48546511627906985,0.2619047619047619,0.2966860543370837,0.3418852314733321,0.9262776934257079,0.34199093800488356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12241055870914487,0.2748139255702281,0.5316455696202531,0.7444089456869011,0.8338983050847458,0.3076923076923077,0.0486223662884927,0.1236559139784946,0.49709302325581406,0.30952380952380953,0.26224809177677977,0.4420341112881818,0.9675090252707582,0.4970834890749787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
